filename,input_file,label_file,SNR,PSNR,SSIM
1_p1,1_p1.png,1_p1.jpg,15.986330116761366,-27.04910069728569,0.02032360768481122
1_p2,1_p2.png,1_p2.jpg,17.097873949486605,-28.504851884140194,0.14669016999617565
1_p3,1_p3.png,1_p3.jpg,8.273985160757032,-34.73907968966812,0.048007670586365736
1_p4,1_p4.png,1_p4.jpg,9.082994407848945,-34.9742841339411,0.13313334498044962
2_p1,2_p1.png,2_p1.jpg,18.943743411473747,-25.51306207685476,0.201081855615688
2_p2,2_p2.png,2_p2.jpg,13.470068833866717,-30.533222927132204,0.018390980848413178
2_p3,2_p3.png,2_p3.jpg,9.676841664096257,-33.80749786600147,0.25276751662327696
2_p4,2_p4.png,2_p4.jpg,4.614371587727327,-35.95365441446934,0.038490416910713664
3_p1,3_p1.png,3_p1.jpg,23.92948539545513,-20.56816256256848,0.04546768294452882
3_p2,3_p2.png,3_p2.jpg,22.64262841678041,-22.526887435204483,0.04487427676046274
3_p3,3_p3.png,3_p3.jpg,7.481436669938338,-35.85510355623647,0.1071835596739714
3_p4,3_p4.png,3_p4.jpg,9.807994198210594,-30.23977407508241,0.15011487656847833
4_p1,4_p1.png,4_p1.jpg,11.690573847745156,-32.63504853684918,0.014261715371045404
4_p2,4_p2.png,4_p2.jpg,13.291680899134093,-30.258969669511487,0.01678349627137752
4_p3,4_p3.png,4_p3.jpg,7.23351120792385,-36.23372566952345,0.04350180071281597
4_p4,4_p4.png,4_p4.jpg,10.557402352051175,-34.04487657794393,0.27312708475078834
5_p1,5_p1.png,5_p1.jpg,15.292514038380165,-28.782610260155444,0.0030254326417120565
5_p2,5_p2.png,5_p2.jpg,15.650973032778266,-28.08879369418488,6.010782576091559e-05
5_p3,5_p3.png,5_p3.jpg,10.340693558536563,-30.473752279531606,0.045374056179574074
5_p4,5_p4.png,5_p4.jpg,6.9413634624627925,-35.04850708573732,0.039884823100271444
6_p1,6_p1.png,6_p1.jpg,13.062324075911288,-30.540938150437135,0.06269235062720784
6_p2,6_p2.png,6_p2.jpg,9.405388756721127,-34.17074479068702,0.16966935978123318
6_p3,6_p3.png,6_p3.jpg,9.30993944803231,-34.91011631109811,0.13095487611829715
6_p4,6_p4.png,6_p4.jpg,7.880022360243755,-33.21848571921069,0.05539449379368582
7_p1,7_p1.png,7_p1.jpg,14.410008335509604,-28.734662776525926,0.10887825419270052
7_p2,7_p2.png,7_p2.jpg,14.149385274218186,-29.823881689715908,0.2005159730492776
7_p3,7_p3.png,7_p3.jpg,10.877307346632401,-33.21612238549055,0.04504152506686689
7_p4,7_p4.png,7_p4.jpg,10.140052463379279,-33.60978631198759,0.15531593242911593
8_p1,8_p1.png,8_p1.jpg,21.075984327230955,-24.20213867941916,0.12034722804947023
8_p2,8_p2.png,8_p2.jpg,10.525026623998288,-33.010582217001726,0.009706367926845457
8_p3,8_p3.png,8_p3.jpg,3.8197474120855923,-38.07251573995132,0.043931251474744776
8_p4,8_p4.png,8_p4.jpg,8.210798057471235,-33.28338794352232,0.14644580123727505
9_p1,9_p1.png,9_p1.jpg,16.62824222324448,-28.98512100584608,0.010603075362203238
9_p2,9_p2.png,9_p2.jpg,20.579829375201907,-25.028623833279187,0.13734968003780437
9_p3,9_p3.png,9_p3.jpg,6.636193421786208,-36.57186388144276,0.07233477756261184
9_p4,9_p4.png,9_p4.jpg,8.342117393654036,-30.915457962752114,0.029688148538824944
10_p1,10_p1.png,10_p1.jpg,16.246720062162236,-29.194939000772244,0.013219342609691856
10_p2,10_p2.png,10_p2.jpg,11.449110925308663,-32.42664691846703,0.014393102098664434
10_p3,10_p3.png,10_p3.jpg,5.50376840935863,-37.62697055767666,0.04581222668384613
10_p4,10_p4.png,10_p4.jpg,6.164816560320972,-35.289231830426196,0.0784622069178278
11_p1,11_p1.png,11_p1.jpg,19.22401622733655,-25.95337680388344,0.0772210622596569
11_p2,11_p2.png,11_p2.jpg,7.427491836679123,-35.1955051895504,0.010887398204847404
11_p3,11_p3.png,11_p3.jpg,12.509301773769703,-28.88195266613995,0.12090442474522123
11_p4,11_p4.png,11_p4.jpg,5.196896226361138,-37.68181065115202,0.0985880622572126
12_p1,12_p1.png,12_p1.jpg,15.980513376958513,-27.770232542251136,0.011014060567450338
12_p2,12_p2.png,12_p2.jpg,14.197085916179192,-30.19765400765654,0.01323515383485574
12_p3,12_p3.png,12_p3.jpg,11.034129688598696,-31.072439395502094,0.08433146635308418
12_p4,12_p4.png,12_p4.jpg,10.329623769827698,-32.46058499272045,0.025791974690020123
13_p1,13_p1.png,13_p1.jpg,12.256212678070586,-32.363118476284065,0.04016058551206033
13_p2,13_p2.png,13_p2.jpg,10.416048789386267,-31.74787690517377,0.027892746326783707
13_p3,13_p3.png,13_p3.jpg,8.2643964536913,-34.18739667785332,0.07793610223376997
13_p4,13_p4.png,13_p4.jpg,9.516313998248048,-31.824825815034067,0.027288636158456513
14_p1,14_p1.png,14_p1.jpg,12.77772145024656,-32.5325291282236,0.06592135045945018
14_p2,14_p2.png,14_p2.jpg,22.863216391791624,-22.162297212737805,0.012282849139244975
14_p3,14_p3.png,14_p3.jpg,10.32793161261071,-31.206594181018673,0.17820643522409382
14_p4,14_p4.png,14_p4.jpg,10.839293650990381,-30.97246460874816,0.1311056716717872
15_p1,15_p1.png,15_p1.jpg,22.72772011624174,-21.000119288196824,0.06411524309059942
15_p2,15_p2.png,15_p2.jpg,14.251029922092574,-30.79807682715847,0.019588236584497293
15_p3,15_p3.png,15_p3.jpg,6.865070199412898,-32.89447860278063,0.010923648036494421
15_p4,15_p4.png,15_p4.jpg,7.1972267193996,-35.304288009811145,0.08828374248187594
16_p1,16_p1.png,16_p1.jpg,16.15817956356669,-26.200646875552955,0.009971480338536223
16_p2,16_p2.png,16_p2.jpg,14.057601213035431,-27.036311310591536,0.006317422050330521
16_p3,16_p3.png,16_p3.jpg,7.532414314300616,-33.87368065727637,0.0518057751897432
16_p4,16_p4.png,16_p4.jpg,7.2457080675990335,-33.87724389192878,0.06819441073059467
17_p1,17_p1.png,17_p1.jpg,23.26230772366862,-22.35280937070995,0.1336646035285427
17_p2,17_p2.png,17_p2.jpg,17.46794448973291,-28.0794501544044,0.10187051661521986
17_p3,17_p3.png,17_p3.jpg,8.91496774913394,-33.49020399695253,0.04131191001474932
17_p4,17_p4.png,17_p4.jpg,9.959299303082087,-31.96990282289785,0.03265352717022622
18_p1,18_p1.png,18_p1.jpg,18.480267468107986,-26.717821640967692,0.015436402385196479
18_p2,18_p2.png,18_p2.jpg,21.02196676787091,-24.166703124166908,0.017212204584334242
18_p3,18_p3.png,18_p3.jpg,9.668887017574527,-33.949632858843174,0.1742422205369105
18_p4,18_p4.png,18_p4.jpg,9.974950980708142,-31.194074451158983,0.011503172507355046
19_p1,19_p1.png,19_p1.jpg,11.534473330831476,-32.56323088756743,0.06235231712873207
19_p2,19_p2.png,19_p2.jpg,12.939246727654645,-31.39148131738775,0.044995305794408906
19_p3,19_p3.png,19_p3.jpg,12.679078509227073,-31.493569106434435,0.0549623860160068
19_p4,19_p4.png,19_p4.jpg,13.02344265759633,-31.706425186822493,0.07241070311743784
20_p1,20_p1.png,20_p1.jpg,10.567974108025822,-33.56086878365867,0.013905996847555606
20_p2,20_p2.png,20_p2.jpg,11.73809445703671,-32.17796963781045,0.03792581450052924
20_p3,20_p3.png,20_p3.jpg,6.805217766918882,-36.79778869020125,0.06761774386335044
20_p4,20_p4.png,20_p4.jpg,6.093602181364259,-37.70427759707931,0.13108667046746808
21_p1,21_p1.png,21_p1.jpg,8.91172269834222,-33.710699187327485,0.12753048169656722
21_p2,21_p2.png,21_p2.jpg,11.585666751027254,-33.39368499371329,0.24260643302075877
21_p3,21_p3.png,21_p3.jpg,7.664812219032976,-35.801866513036884,0.13911656075811532
21_p4,21_p4.png,21_p4.jpg,5.884650887349572,-36.91782851999605,0.11586434242151888
